Timestamp,Date,Ethereum,Fantom,BSC,Avalanche,Polygon,Arbitrum,Cronos,Harmony,Klaytn,Heco,Ronin,Celo,Aurora,Astar,Moonriver,Optimism,Metis,Mixin,IoTeX,Moonbeam,Gnosis,Telos,Fusion,OKExChain,RSK,Godwoken,Theta,Boba,Oasis,Songbird,Wanchain,KCC,smartBCH,Fuse,Velas,Kardia,Shiden,CSC,Elastos,Callisto,Nahmii,ThunderCore,Meter,EnergyWeb,TomoChain,XDC,Polis,Ubiq,ZYX,Hoo,GoChain,HPB,Liquidchain,Palm,EthereumClassic
1606262400,25/11/2020,14667149925.736485,,71059171.12875217,,582691.6064320251,,,,,,,207393094.82988712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606348800,26/11/2020,14538043204.568562,,102242031.08387746,,587724.2674898565,,,,,,,206294007.35342172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606435200,27/11/2020,13322848499.366188,,94141471.44266689,,488472.6155235169,,,,,,,185778618.00556198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606521600,28/11/2020,13178470030.762215,,92254106.74929592,,504871.52535907546,,,,,,,191852005.45899892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606608000,29/11/2020,13571924338.782362,,100923457.93262997,,540783.0357483372,,,,,,,190640982.4735504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606694400,30/11/2020,14128299101.91172,,105271474.37292495,,506144.4706076058,,,,,,,194648119.4032249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606780800,01/12/2020,14890093846.69455,,107130421.76191063,,526261.8603086116,,,,,,,195243110.60077935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606867200,02/12/2020,14931808852.793955,,109391739.67274785,,519639.7523204785,,,,,,,199903618.1025922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606953600,03/12/2020,14911887673.053913,,120694385.17926133,,525784.9529343087,,,,,,,199748052.75764573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607040000,04/12/2020,15269975971.62398,,121049881.60310166,,524381.6388050582,,,,,,,199180420.5893925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607126400,05/12/2020,14791056473.622343,,126017242.06068298,,468825.1603755536,,,,,,,196411262.96547398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607212800,06/12/2020,15016598265.215836,,126574583.64003694,,450964.6593949325,,,,,,,192441344.94059303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607299200,07/12/2020,15129125869.63086,,125171202.45593509,,447146.0222579124,,,,,,,191995524.47974253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607385600,08/12/2020,15191391773.078428,,126824106.83859316,,431665.41455683444,,,,,,,190993327.74355358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
